Project,Id,Date of observation,Latitude,Longitude,Observer,Upload date,Edition date,Highlighted,Highlight type,Validated,Species,Photo name,Comments,Editor,Editor comments,Link,Habitat,Depth,Abundance
Crustacis Decàpodes,402504,2014-03-16,39.534,2.5926,Juan Antonio Torres Balaguer,2014-03-16 21:39:34+00:00,2025-10-20 11:40:30.290305+00:00,No,No destacada,Yes,Pilumnus,4-99999--20140316-dsc06652-1.webp,Este ejemplar estaba en los restos de una hamaca de playa sobre un fondo de arena a 4m de fondo. ,,"P.Abelló: Se trata de un ejemplar del género Pilumnus. Con la información que puedo obtener de la foto no me atrevo a certificar la especie, pero parece que se trata de Pilumnus hirtellus o Pilumnus spinifer. De todas maneras, hay todavía controversia científica sobre las especies de este género que realmente existen en el Mediterráneo. Se están realizando estudios tanto morfológicos como genéticos para intentar clarificar este tema.",https://www.observadoresdelmar.es/Observations/402504,,,1
Crustacis Decàpodes,402510,2014-03-20,39.4924,2.4666,Juan Antonio Torres Balaguer,2014-03-22 00:01:14+00:00,2025-10-20 11:40:30.389674+00:00,No,No destacada,Yes,Galathea squamifera,4-608--20140320-dsc06692-1.webp,Este ejemplar lo vi en una inmersión nocturna a 10m de fondo en una gran roca rodeada de posidonia.,,"P.Abelló: No se trata de Galathea intermedia (esta especie es de mucho menor tamaño, incluso adultos). Es un ejemplar de Galathea squamifera. A menudo tiene una coloración tirando a verdosa, pero una característica muy fiable, indicada ya por Zariquiey Álvarez, es el tener la punta de las espinas de color rojizo, como se puede apreciar en este ejemplar. Gracias.",https://www.observadoresdelmar.es/Observations/402510,,,1
Crustacis Decàpodes,402511,2014-03-20,39.4924,2.4666,Juan Antonio Torres Balaguer,2014-03-22 00:03:40+00:00,2025-10-20 11:40:31.090620+00:00,No,No destacada,Yes,Palinurus elephas,4-653--20140320-dsc06688-1.webp,Este ejemplar estaba en unas rocas entre posidonia a 25m de fondo.,,,https://www.observadoresdelmar.es/Observations/402511,,,2
Crustacis Decàpodes,402527,2014-04-12,39.4924,2.4666,Juan Antonio Torres Balaguer,2014-04-13 12:38:27+00:00,2025-10-20 11:40:31.186592+00:00,No,No destacada,Yes,Palinurus elephas,4-653--20140412-dsc06954-1.webp,Este ejemplar estaba en unas rocas con fondo de posidonia a una profundidad de 12m.,,,https://www.observadoresdelmar.es/Observations/402527,,,1
Crustacis Decàpodes,402528,2014-04-12,39.4924,2.4666,Juan Antonio Torres Balaguer,2014-04-13 12:42:35+00:00,2014-05-07 15:12:56+00:00,No,No destacada,Yes,Pagurus anachoretus,,Este ejemplar se encontraba en unas rocas con abundantes algas.,,,https://www.observadoresdelmar.es/Observations/402528,,,2
Crustacis Decàpodes,402593,2014-05-10,41.198,1.6726,Pablo  Ruiz ,2014-05-10 21:16:08+00:00,2025-10-20 11:40:31.300572+00:00,No,No destacada,Yes,Palaemon elegans,4-650--20140510-gamba.webp,,,,https://www.observadoresdelmar.es/Observations/402593,,,25
Crustacis Decàpodes,402607,2014-05-11,42.1041,3.1821,Ernest Cornella Gil,2014-05-14 16:19:01+00:00,2014-11-13 18:24:48+00:00,No,No destacada,Yes,Palinurus elephas,,,,,https://www.observadoresdelmar.es/Observations/402607,,,25
Crustacis Decàpodes,402611,2014-05-14,39.4924,2.4666,Juan Antonio Torres Balaguer,2014-05-15 12:33:55+00:00,2025-10-20 11:40:31.409638+00:00,No,No destacada,Yes,Mysidae,4-99998--20140514-dsc07529-1.webp,Estos ejemplares estaban formando unos densos bancos junto a las anemonas Anemonia viridis.,,"P.Abelló: Se trata de misidáceos, muy difíciles de identificar si no se tiene algun ejemplar en mano.",https://www.observadoresdelmar.es/Observations/402611,,,50
Crustacis Decàpodes,402618,2014-05-18,39.4924,2.4666,Juan Antonio Torres Balaguer,2014-05-18 19:07:53+00:00,2025-10-20 11:40:12.252416+00:00,No,No destacada,Yes,Dardanus calidus,4-602--20140518-dsc07630-1.webp,"Este ejemplar estaba en un desplome de piedras y algas, y tenia la concha poblada con dos anemonas.",,,https://www.observadoresdelmar.es/Observations/402618,,,1
Crustacis Decàpodes,402646,2014-05-01,41.8482,3.1384,Albert Pessarrodona Silvestre,2014-05-20 21:46:54+00:00,2025-10-20 11:40:31.799466+00:00,Yes,Fotografia excel·lent,Yes,Pestarella tyrrhena,4-99998--20140501-dsc04853.webp,Estava sota una pedra i s'intentava amagar ficant-se dins la sorra. És una animal realativament interessant. És mascle o femella?,,"P.Abelló: Moltes gràcies per aquesta observació. És difícil veure talassínids ja que molts d'ells viuen en caus excavats al fang i s'hi amaguen ràpidament. No conec molt bé aquest grup i de moment no puc encara validar la identificació d'aquesta espècie. Ja m'ho miraré amb calma un d'aquests dies amb més temps. Gràcies de nou. 13/11/2014: M'ho he mirat amb calma i efectivament es tracta d'una Pestarella tyrrhena, un talassínid de la família Callianassidae. Quadra bé amb la descripció i coloració descrita per Ngoc-Ho (2003). Si vols et puc enviar el treball.És la primera observació d'aquesta espècie en aquest portal!!",https://www.observadoresdelmar.es/Observations/402646,,,1
Crustacis Decàpodes,402647,2014-05-27,41.9612,3.2308,Albert Pessarrodona Silvestre,2014-05-20 21:51:27+00:00,2025-10-20 11:38:17.751551+00:00,No,No destacada,No,Periclimenes amethysteus,4-659--20140527-dsc04316.webp,Entre Cribrinobsis crassa,,,https://www.observadoresdelmar.es/Observations/402647,,,1
Crustacis Decàpodes,402648,2012-07-03,41.6722,2.8024,Albert Pessarrodona Silvestre,2014-05-20 21:59:00+00:00,2025-10-20 11:40:12.671350+00:00,No,No destacada,Yes,Dardanus calidus,4-602--20120703-dsc02159.webp,,,,https://www.observadoresdelmar.es/Observations/402648,,,1
Crustacis Decàpodes,402667,2013-09-06,39.462,2.4715,LENKA JUSKANICOVA,2014-05-21 21:56:05+00:00,2025-10-20 11:38:22.690274+00:00,No,No destacada,No,,4-99998--20130906-img_0070.webp,"Hola amigos! Aqui va un ejemplar de un caracol del tamaňo 10 cm que he localizado pegado siempre con su concha en la posición vertical en alguna pequeňa  minicueva en la pared - en 9 metros de la profundidad.Como era casi invisible asi, bien camuflada con un tipo del verdoso pelo que cubría su concha, era chocante que si le hemos dando vuelta en la posición viz foto y esperamos , siempre era igual tiempo, exactamente 12 minutos,empezava asomarse y nos podíamos disfrutar de su tan sorprendente color.Lo he observava en más ocasiones y me fijé que su movimiento se limitanva en la area de 3 metros que hacía en cada 4 días,seguramente de noche.",,"P.Abelló: Muchas gracias de nuevo por esta preciosa observación. Como te comenté en otra ocasión no podemos dar visibilidad en esta sección a especies que no sean crustáceos. Me ha comentado la coordinadora que abriremos una sección para aquellos grupos de los que todavía no disponemos de coordinadores científicos, donde se podrán introducir y validar estas observaciones. Lo sentimos. Gracias de nuevo.",https://www.observadoresdelmar.es/Observations/402667,,,1
Crustacis Decàpodes,402668,2013-10-23,39.5306,2.4389,LENKA JUSKANICOVA,2014-05-21 22:57:39+00:00,2025-10-20 11:40:13.028873+00:00,Yes,Fotografia excel·lent,Yes,Scyllarus arctus,4-673--20131023-img_0762.webp,"Las dos Santiaguiňos , uno más pequeňo del tamaňo 8 cm y sin tan llamativo color rojizo del cuerpo he encontrado junto con un ejemplar más grande - de 12 cm muy cerca durante la inmersión nocturna en la profundidad de 26 m.",,,https://www.observadoresdelmar.es/Observations/402668,,,2
Crustacis Decàpodes,402669,2013-12-03,39.5343,2.5904,LENKA JUSKANICOVA,2014-05-21 23:14:10+00:00,2025-10-20 11:38:20.762277+00:00,No,No destacada,No,,4-99998--20131203-img_0064.webp,Este caracolito (8 mm)he buscado entre las hojas de la poseidonia hace 3 aňos y por fin lo he pillado en la Cala Comtesa en la profundidad de 6 m paseando en una de las hojas de la poseidonia.,,,https://www.observadoresdelmar.es/Observations/402669,,,1
Crustacis Decàpodes,402671,2013-10-03,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 00:20:14+00:00,2025-10-20 11:38:12.484919+00:00,No,No destacada,No,,4-99998--20131003-img_1041a.webp,"La he encontrado en Isla del Toro en la profundidad de 6 metros y cuando la he levantado con la piedra donde se encontrava pegado,empezó a correr que casi no me dava el tiempo de hacer la vuelta con la piedra delante de ni camara.",,,https://www.observadoresdelmar.es/Observations/402671,,,1
Crustacis Decàpodes,402672,2014-04-10,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 00:38:47+00:00,2025-10-20 11:38:20.858557+00:00,No,No destacada,No,,4-815--20140410-img_0049.webp,"Encontré este , caracolito de 8 mm en la hoja de la poseidonia en Isla del Toro en poca profundidad de 8 m.No pude encontrar la identificación porque puede que es por ser un juvenil ?También me pregunto si las manchas amarillas de su antenas es un pigmento o los parazitos porque tampoco lo he visto en el otro caracol.",,,https://www.observadoresdelmar.es/Observations/402672,,,1
Crustacis Decàpodes,402675,2010-04-14,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 13:57:47+00:00,2025-10-20 11:40:32.389981+00:00,Yes,Fotografia excel·lent,Yes,Maja squinado,4-636--20100414-cranca duracell.webp,"25.6. 2010 CANGREJO DURACELL"" (Mallorca). Me gustaría compartir con todos , especialmente con los buceadores en Mallorca , una información sobre un importante esfuerzo de la gente que se seriamente preocupa de la vida marina. El 14 de abril de este año hemos buceado con el centro ZOEA en la Isla de Toro. A parte de las otras bonitas imagenes, Juan Antich ha hecho una curiosa foto en la profundidad de 15 metros de un centollo del tamaño de 20 - 25 cm de ancho que tuvo un objeto parecido a una pila pegada en su espalda. Por mi curiosidad llegar al fondo del misterioso ""cangrejo duracell"", he contactado con LIMIA- el Laboratorio de Investigación Marina y Acuícola de Port d´Andatx. La foto que les envié les ha alegrado el día porque ha significado una importante confirmación del éxito de su trabajo llevado ya hace 3 años. Se trata del proyecto de Repoblación de la CRANCA (Maja esquinado) el las reservas marinas del las Islas Baleares. La CRANCA (o cabra) es extinta en las aguas de Mallorca y Menorca ya hace 30 años. Actualmente rara vez sacan los pescadores un ejemplar todavía en Formentera e Ibiza. LIMIA , como único laboratorio en el Mediterráne ha conseguido crear los juveniles de esta especie desaparecida y en el junio de 2009 se soltó en Bahía de Palma 6 reproductores marcados y con un reproductor de los movimientos fijado en su caparazón. (""la pila"" ).Gracias a la red de los receptores se pudo recojer durante un tiempo (la pila funciona 4 meses)los interesantes datos sobre su mode de desplazarse sobre que no hay todavía muchas informaciones. LA CRANCA habita normalmente en la profundidad entre 70 - 200 metros. Sólo en los meses de abril y mayo se acercan los adultos por los razones de la reprodución a la costa donde se pueden ver entre 5 - 40 metros de la profundidad. Juan Antichf ha hecho una valiosa fota de uno de los 6 primeros ejemplares en la edad adulta que han hecho muy sorprendente trayecto desde Palma hasta el parque natural de la Isla de Toro en un año (?) En las aguas de las Baleares se ve muy comun - La cranca de alga (Maja Crispata) o cabrella. Vive en los fondos rocosos recubiertos de las algas y también en las praderas de posidonia, entre 2 - 35 metros de la profundidad.Pero la medida del adulto raramente supera 50 mm del caparazón. LA CRANCA (Maja equinado) en cambio puede llegar hasta 18 largo y de 20 cm de anchura del cuerpo.Alcanza su madurez a los 2 o 3 años y puede vivir hasta los 10. LIMIA tambié este año, hace 2 semanas, soltó 50 reproductores de CRANCA en Cabrera y 150 juveniles en Cala Egos y miles de las larvas(aunque no se sabe el % de la superviviencia de ellas). La idea es que estos juveniles de Cranca pueden llegar al estado adulto y puedan reproducirse, dispersando nuevas generaciones de juveniles por toda la zona costera. Los juveniles no se pueden marcar con la etiqueta porque siempre mudan y por eso se les inyecta un chip, no visible desde el exterior. Los juveniles de las dos especies son muy parecidos, muy difícil distingirse.Más ocupan los mismos habitats. Entoncés , sería de gran ayuda de parte de todos los ""amantes de las profundidades"", si alguién bucendo encuentra o mejor fotografia un ejemplar del cangrejo que tiene el tamaño más grande que 5 cm, seguro que se trata de un adulto ejemplar de LA CRANCA - Maja esquinado. Esta información es muy importante para LIMIA y les agradecerían si puden contactar con ellos : tel - 971 176 114, o email - cranca@dgpesca.caib.es. Les interesará a parte de la fecha, el sitio, tamaño del ejemplar, un tipo del fondo y la profundidad . 25.6. 2010",,"P.Abelló: Muchas gracias por la observación y por la información que proporcionas. Es muy importante para todos conocer y fomentar las actividades científicas y de gestión pesquera que se están realizando. Esperamos que este portal, Observadores del Mar, pueda servir para dar a conocer estas actividades y fomentar la observación de la naturaleza y así ser útiles para conseguir un mayor conocimiento de nuestra fauna y ecosistemas.",https://www.observadoresdelmar.es/Observations/402675,,,1
Crustacis Decàpodes,402676,2011-08-19,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 14:10:24+00:00,2025-10-20 11:40:32.447687+00:00,No,No destacada,Yes,Maja crispata,4-635--20110819-cranca barcelo.webp,Esta cranca estava en la profundidad de 6 metros en la plataforma de la boy 3 metida en una grieta.,,,https://www.observadoresdelmar.es/Observations/402676,,,1
Crustacis Decàpodes,402677,2011-06-03,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 14:44:09+00:00,2025-10-20 11:40:33.113441+00:00,Yes,Fotografia excel·lent,Yes,Maja crispata,4-636--20110603-desove cranca.webp,Este momento del desove de la cranca ha fotografiado Fernando Darder en Isla de Toro.,,"P.Abelló: La foto es preciosa. Me comenta un experto con el que he contactado para confirmar la identificación, que en este caso la especie es muy probablemente Maja crispata, ya que tiene muchas algas en el cefalotórax lo que es típico de las Maja ""pequeñas"". Las Maja squinado adultas son más grandes.",https://www.observadoresdelmar.es/Observations/402677,,,1
Crustacis Decàpodes,402679,2012-06-25,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 14:57:30+00:00,2025-10-20 11:36:25.766775+00:00,No,No destacada,No,Periclimenes aegylios,4-834--20120625-dsc03088.webp,"Estava como 3 semanas viviendo en un pequeňo abujerito pegado  a la anemona Anemonia viridis (sulcata) en la profundidad de 6 metros, En la parede de la boy 3 de la Isla de Toro.",,,https://www.observadoresdelmar.es/Observations/402679,,,1
Crustacis Decàpodes,402681,2012-08-04,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 15:11:21+00:00,2025-10-20 11:36:25.897895+00:00,No,No destacada,No,Periclimenes aegylios,4-834--20120804-dsc02176.webp,"Estava 2 semanas vistas junto con la Anemonia viridis (sulcata ) en la profundidad de 20 metros en la punta , cerca de la boya 3 de la Isla del Toro.",,,https://www.observadoresdelmar.es/Observations/402681,,,1
Crustacis Decàpodes,402682,2012-06-25,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 15:33:54+00:00,2025-10-20 11:40:33.321380+00:00,Yes,Fotografia excel·lent,Yes,Palaemon elegans,4-650--20120625-img_0260a.webp,Estava junto con 12 mas ejemplares en la poca profundidad de 40 cm cerca de una grieta en una pequena plataforma donde les encuentro siempre.Es un placer hacerles fotos porque no se asustan del luy y no se mueven nada posando de maravilla.,,,https://www.observadoresdelmar.es/Observations/402682,,,25
Crustacis Decàpodes,402684,2012-05-27,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 16:56:06+00:00,2025-10-20 11:40:33.774740+00:00,No,No destacada,Yes,Herbstia condyliata,4-99998--20120527-dsc01666a.webp,Estava en la profundidad como 30 m.,,"P.Abelló: Se trata de Herbstia condyliata, una especie habitante de cuevas, por lo menos durante el día.",https://www.observadoresdelmar.es/Observations/402684,,,1
Crustacis Decàpodes,402688,2013-09-28,39.4721,2.5216,LENKA JUSKANICOVA,2014-05-22 19:11:29+00:00,2025-10-20 11:40:33.872716+00:00,No,No destacada,Yes,Pagurus anachoretus,4-644--20130928-pagu anachoretus.webp,Estava en la profundidad de 2 m en el fondo arenoso.,,"P.Abelló: Otra bella imagen de esta especie, que no por común deja de ser vistosa.",https://www.observadoresdelmar.es/Observations/402688,,,1
Crustacis Decàpodes,402689,2012-12-16,39.4956,2.4501,LENKA JUSKANICOVA,2014-05-22 19:21:13+00:00,2025-10-20 11:38:12.761913+00:00,No,No destacada,No,,4-99998--20121216-hippolyte.webp,Se encontó en la profundidad de 36 m encina de Antedon mediterraneo.,,,https://www.observadoresdelmar.es/Observations/402689,,,1
Crustacis Decàpodes,402690,2012-04-05,39.462,2.4715,LENKA JUSKANICOVA,2014-05-22 19:57:29+00:00,2025-10-20 11:40:34.312260+00:00,Yes,Fotografia excel·lent,Yes,Lissa chiragra,4-628--20120405-dsc01191.webp,estava solo su caparazón vacío en la profundidad como 26 m abajo de unas maderas.,,P.Abelló: Es posible que se trate de una muda. Esta especie se camufla perfectamente sobre las rocas ya que tiene el aspecto de una roca o piedra recubierta de algas.,https://www.observadoresdelmar.es/Observations/402690,,,1
Crustacis Decàpodes,402696,2014-03-10,39.534,2.59,LENKA JUSKANICOVA,2014-05-22 21:28:31+00:00,2025-10-20 11:40:34.541780+00:00,No,No destacada,Yes,Processa,4-99998--20140310-img_0102.webp,Estavan las 2 juntos en la orilla en la poca profundidad de 40 cm entre las algas verdes en la hora alderedor de 24:30.,,"P.Abelló: De momento vamos a validar las especies del género Processa a nivel de especie, en espera de poder realizar una valoración de las pautas de coloración conocidas de las especies de este género.",https://www.observadoresdelmar.es/Observations/402696,,,2
Crustacis Decàpodes,402699,2013-05-20,39.5331,2.5765,LENKA JUSKANICOVA,2014-05-24 07:53:04+00:00,2025-10-20 11:38:17.929373+00:00,No,No destacada,No,,4-99998--20130520-hexaplex trunculus puesta.webp,Esta puesta era de tamaňo 10 cm en la profundidad de 4 metros.,,"P.Abelló: Lamentablemente no podemos visulizar los avistamientos de no-crustáceos en esta sección. Lo dejamos en stand-by hasta que se forme una sección Moluscos o Miscelánea. De todas maneras, muchas gracias.",https://www.observadoresdelmar.es/Observations/402699,,,1
Crustacis Decàpodes,402707,2014-05-25,39.462,2.4715,LENKA JUSKANICOVA,2014-05-26 04:23:34+00:00,2025-10-20 11:40:34.756706+00:00,Yes,Fotografia excel·lent,Yes,Calcinus tubularis,4-594--20140525-img_0644.webp,,,P.Abelló: Fantástica foto de una de las especies más coloridas que tenemos en el Mediterráneo.,https://www.observadoresdelmar.es/Observations/402707,,,1
Crustacis Decàpodes,402708,2011-06-19,39.462,2.4715,LENKA JUSKANICOVA,2014-05-26 04:30:33+00:00,2025-10-20 11:35:43.418874+00:00,Yes,Fotografia excel·lent,Yes,Dromia personata,4-604--20110619-img_1451.webp,,,P.Abelló: Muy bonita esta foto. La coloración rosada de las pinzas es característica de esta especie. A menudo acarrean una esponja sobre el caparazón con la ayuda de los dos últimos pares de patas.,https://www.observadoresdelmar.es/Observations/402708,,,1
Crustacis Decàpodes,402709,2013-09-11,39.534,2.59,LENKA JUSKANICOVA,2014-05-26 04:55:48+00:00,2025-10-20 11:41:08.803175+00:00,No,No destacada,Yes,Clibanarius erythropus,4-598--20130911-img_0677a.webp,LA PROFUNDIDA DE + 1 m.,,"P.Abelló: una foto magnífica en la que se aprecian todos los detalles necesarios para la identificación de la especie, coloración, etc.",https://www.observadoresdelmar.es/Observations/402709,,,1
Crustacis Decàpodes,402710,2014-05-14,39.531,2.5794,LENKA JUSKANICOVA,2014-05-26 05:14:21+00:00,2025-10-20 11:40:55.859126+00:00,No,No destacada,Yes,Palaemon serratus,4-651--20140514-img_0251.webp,"la profundidad de 0,4 m.",,P.Abelló: Muy probablemente se trata de la especie que indicas. ¿Tienes alguna foto del ejemplar entero? La foto es preciosa pero necesitaría ver más detalles para poder confirmar la observación al 100%. Muchas gracias.,https://www.observadoresdelmar.es/Observations/402710,,,1
Crustacis Decàpodes,402724,2014-05-18,39.531,2.5794,LENKA JUSKANICOVA,2014-05-29 19:51:05+00:00,2025-10-20 11:40:35.070175+00:00,Yes,Fotografia excel·lent,Yes,Percnon gibbesi,4-658--20140518-img_0452.webp,la profundidad 1m.,,"P.Abelló: Buena imagen de esta especie invasora. A menudo, cuando no puede observarse el cuerpo de los ejemplares en grietas, la coloración de las patas nos proporciona información sobre la especie. Muchas gracias.",https://www.observadoresdelmar.es/Observations/402724,,,25
Crustacis Decàpodes,402730,2014-05-31,39.541,2.5952,Juan Antonio Torres Balaguer,2014-06-01 19:29:31+00:00,2025-10-20 11:40:32.327567+00:00,No,No destacada,Yes,Pagurus anachoretus,4-644--20140531-dsc00146-1.webp,Este ejemplar estaba sobre el esqueleto metálico de una sombrilla.,,"P.Abelló: La coloración de las antenas y el aspecto ""peludito"" que le dan las sedas presentes en las pinzas y patas con una de las características de esta especie.",https://www.observadoresdelmar.es/Observations/402730,,,2
Crustacis Decàpodes,402774,2014-06-11,39.4721,2.5227,LENKA JUSKANICOVA,2014-06-17 17:13:15+00:00,2025-10-20 11:40:35.606207+00:00,No,No destacada,Yes,Herbstia condyliata,4-636--20140611-maja.webp,No estoy segura con la especie.La he visto durante la noche en la profundidad de 20m.,,"P.Abelló: Se trata de un precioso ejemplar de Herbstia condyliata, un cangrejo de la família de los májidos, a la que pertenecen los centollos. Esta especie suele estar presente en cuevas submarinas, pero también es posible encontrarla bajo piedras y en grietas y oquedades a escasa profundidad.",https://www.observadoresdelmar.es/Observations/402774,,,1
Crustacis Decàpodes,402794,2014-06-22,39.534,2.59,LENKA JUSKANICOVA,2014-06-23 04:31:22+00:00,2025-10-20 11:41:28.490680+00:00,No,No destacada,Yes,Eriphia verrucosa,4-605--20140622-img_0136.webp,los he visto en poca profundidad de 30 cm.,,"P.Abelló: Preciosa foto, Lenka, de este precioso ejemplar de Eriphia verrucosa",https://www.observadoresdelmar.es/Observations/402794,,,2
Crustacis Decàpodes,402799,2014-06-19,39.5363,2.3766,LENKA JUSKANICOVA,2014-06-23 19:16:54+00:00,2025-10-20 11:38:21.380563+00:00,No,No destacada,No,,4-99998--20140619-img_0145.webp,La he encotrado en esta posición cuando se estava comiendo una almeja.,,"P.Abelló: Muchas gracias, Lenka, pero como en el caso de los moluscos, no podemos visualizar esta observación en la sección crustáceos. La ""congelamos"" hasta que creemos una sección sobre moluscos o miscelánea. Perdona y muchas gracias.",https://www.observadoresdelmar.es/Observations/402799,,,2
Crustacis Decàpodes,402801,2014-05-31,39.462,2.4715,LENKA JUSKANICOVA,2014-06-23 19:49:36+00:00,2025-10-20 11:38:22.207047+00:00,No,No destacada,No,,4-99998--20140531-img_0742c.webp,"Era del tamaňo como 30 cm, el más grande gasterópodo que he vista en Mallorca y siempre se encuentra en bastante profundidad de 40 m.Me gustaría mucho hacerle la foto cuando está en el movimiento, con su espectacular color naranjado del cuerpo pero asi le he visto maximo en esta posición descubierta al contrario cuando era pegada al fondo.Me pregunto si es posible verla paseando en la noche cuando va en busca de su comida preferidas - las estrellas o erizos.",,"P.Abelló: lamentablemente no tenemos todavía una sección para moluscos. Estamos trabajando en ello para, por lo menos, crear una sección Miscelánea con avistamientos de especies que no están comprendidas en los proyectos/secciones actuales. De momento vamos a quitar la visualización de estas observaciones, pero para poder darles visibilidad en el futuro. Muchas gracias.",https://www.observadoresdelmar.es/Observations/402801,,,1
Crustacis Decàpodes,402803,2014-06-18,39.534,2.59,LENKA JUSKANICOVA,2014-06-23 20:09:48+00:00,2025-10-20 11:40:36.171838+00:00,No,No destacada,Yes,Sicyonia carinata,4-99999--20140618-img_0025.webp,"No tengo ni idea de que se trata, era con el color blanco del todo el cuerpo y la cabeza marón sin ningunas lineas.
 Le he pillado en el borde de una isla de la poseidonia que estuvo en el fondo con la arena gruesa en poca profundidad de 1.5 m y no me dejo hacer en 3 secundos más fotos .Me soprendió mucho de que manera se movía, escapó a la poseidonia- con el movimiento de una langosta. Ahora entiendo.Muchas gracias por la identificación , como por todos los otros comentarios. Me encanta ayudarles y buscarles más bichos :-).Abrazo fuerte de Mallorca..era el fondo de arena gruesa y ha salido de la poseidonia.",,"P.Abelló: Aparentemente se trata de una Sicyonia carinata, un camarón peneido, es decir, pariente de los langostinos. ¿Tienes más fotos? ¿Recuerdas el hábitat: fondo de arena gruesa, fina? Gracias.",https://www.observadoresdelmar.es/Observations/402803,,,1
Crustacis Decàpodes,402804,2014-06-18,39.534,2.59,LENKA JUSKANICOVA,2014-06-23 20:23:57+00:00,2025-10-20 11:40:36.723480+00:00,No,No destacada,Yes,Pilumnus,4-99998--20140618-img_0038.webp,La poca profundidad de 40 metros detrás de la anemona Aiptasia mutabilis  mirando si le también caiga un suculento poliqueto que ha captado la anemona.,,"P.Abelló: Las especies del género Pilumnus son difíciles de identificar, y existe controversia sobre el número de especies que existen, un aspecto que se intenta clarificar mediante técnicas genéticas. De momento yo dejaría estas identificaciones como Pilumnus sp., es decir ejemplares que seguro que son del género Pilumnus, pero que la especie no está suficientemente clara como para poder ser validada correctamente. Muchas gracias por tus observaciones.",https://www.observadoresdelmar.es/Observations/402804,,,1
Crustacis Decàpodes,402824,2011-12-02,41.8486,3.1396,Xavier Salvador Costa,2014-06-25 21:10:35+00:00,2025-10-20 11:40:37.215961+00:00,No,No destacada,Yes,Percnon gibbesi,4-658--20111202-p1013840.webp,"Observació realitzada en apnea a Cala Canyelles, Lloret de Mar",,,https://www.observadoresdelmar.es/Observations/402824,,,1
Crustacis Decàpodes,402825,2014-02-23,41.7018,2.8862,Xavier Salvador Costa,2014-06-25 21:13:41+00:00,2025-10-20 11:40:14.440241+00:00,No,No destacada,Yes,Percnon gibbesi,4-658--20140223-p1013840.webp,Observacions realitzades en apnea,,,https://www.observadoresdelmar.es/Observations/402825,,,1
Crustacis Decàpodes,402837,2014-06-26,39.5391,2.5927,LENKA JUSKANICOVA,2014-07-02 04:52:23+00:00,2025-10-20 11:40:37.419612+00:00,No,No destacada,Yes,Percnon gibbesi,4-658--20140626-img_0218.webp,"Como siempre, se encuentrar en poca profundidad de 1 m.",,,https://www.observadoresdelmar.es/Observations/402837,,,1
Crustacis Decàpodes,402849,2014-07-01,42.0497,3.2225,Albert Pessarrodona Silvestre,2014-07-03 13:10:21+00:00,2025-10-20 11:40:37.822181+00:00,No,No destacada,Yes,Dromia personata,4-604--20140701-dsc05225.webp,,,,https://www.observadoresdelmar.es/Observations/402849,,,1
Crustacis Decàpodes,402855,2014-06-12,42.0423,3.2271,Boris weitzmann ,2014-07-04 10:50:21+00:00,2025-10-20 11:40:38.130398+00:00,Yes,Fotografia excel·lent,Yes,Ascidonia flavomaculata,4-99998--20140612-crustaceo en ascidia (2).webp,"A Tascó Gros, Illes MEdes dins d'un ascidi sense identificar",,P.Abelló: Preciosa imatge d'aquesta espècie tan difícil d'observar.,https://www.observadoresdelmar.es/Observations/402855,,,1
Crustacis Decàpodes,402856,2014-06-12,42.0423,3.2271,Boris weitzmann ,2014-07-04 10:54:36+00:00,2025-10-20 11:40:38.775075+00:00,No,No destacada,Yes,Maja crispata,4-635--20140612-pinna rudia 20junio (4).webp,Tasco gros Illes MEdes,,,https://www.observadoresdelmar.es/Observations/402856,,,1
Crustacis Decàpodes,402876,2014-07-05,39.361,3.231,Juan Antonio Torres Balaguer,2014-07-06 20:11:22+00:00,2025-10-20 11:40:38.895947+00:00,No,No destacada,Yes,Scyllarides latus,4-672--20140705-dsc01006-1.webp,"Este ejemplar de gran tamaño podría pesar sobre un kilo, y medir cerca de 25cm.",,,https://www.observadoresdelmar.es/Observations/402876,,,1
Crustacis Decàpodes,402946,2014-07-13,40.912,0.8333,Pere Abelló i Sala,2014-07-16 12:39:33+00:00,2025-10-20 11:40:39.345829+00:00,No,No destacada,Yes,Pachygrapsus marmoratus,4-641--20140713-20140713_091_2_crancderoca.webp,"Observadors del Mar: Taller observació crancs i peixos
 ",,,https://www.observadoresdelmar.es/Observations/402946,,,25
Crustacis Decàpodes,402947,2014-07-13,40.912,0.8333,Pere Abelló i Sala,2014-07-16 12:41:33+00:00,2025-10-20 11:40:39.534051+00:00,No,No destacada,Yes,Eriphia verrucosa,4-605--20140713-20140713_088_2_1.webp,Observadors del Mar: Taller observació crancs i peixos,,,https://www.observadoresdelmar.es/Observations/402947,,,2
